	id	sentence1	label	positions
6470	2485	{ LOCATION1 safety } is very expensive	None	0 2 
6471	2485	{ LOCATION1 transit location } is very expensive	None	0 2 3 
6476	2487	I 've heard { LOCATION1 general } is a good place to live , in terms of rent and low crime rates	None	3 5 
6477	2487	I 've heard { LOCATION1 price } is a good place to live , in terms of rent and low crime rates	Positive	3 5 
6478	2487	I 've heard { LOCATION1 safety } is a good place to live , in terms of rent and low crime rates	Positive	3 5 
6479	2487	I 've heard { LOCATION1 transit location } is a good place to live , in terms of rent and low crime rates	None	3 5 6 
6496	2491	I live in { LOCATION1 general } and I believe its got everything you 're looking for	Positive	3 5 
6497	2491	I live in { LOCATION1 price } and I believe its got everything you 're looking for	None	3 5 
6498	2491	I live in { LOCATION1 safety } and I believe its got everything you 're looking for	None	3 5 
6499	2491	I live in { LOCATION1 transit location } and I believe its got everything you 're looking for	None	3 5 6 
6508	2494	{ LOCATION1 general } is a safe area you will see a lot of tourists , sexy ladies	None	0 2 
6509	2494	{ LOCATION1 price } is a safe area you will see a lot of tourists , sexy ladies	None	0 2 
6510	2494	{ LOCATION1 safety } is a safe area you will see a lot of tourists , sexy ladies	Positive	0 2 
6511	2494	{ LOCATION1 transit location } is a safe area you will see a lot of tourists , sexy ladies	None	0 2 3 
6520	2498	I agree with the above answer in avoiding { LOCATION1 general } areas	Negative	8 10 
6521	2498	I agree with the above answer in avoiding { LOCATION1 price } areas	None	8 10 
6522	2498	I agree with the above answer in avoiding { LOCATION1 safety } areas	None	8 10 
6523	2498	I agree with the above answer in avoiding { LOCATION1 transit location } areas	None	8 10 11 
6524	2499	cheapest borough is { LOCATION1 general } , also known as corn beef London because of it 's endless rows of red brick housing	None	3 5 
6525	2499	cheapest borough is { LOCATION1 price } , also known as corn beef London because of it 's endless rows of red brick housing	Positive	3 5 
6526	2499	cheapest borough is { LOCATION1 safety } , also known as corn beef London because of it 's endless rows of red brick housing	None	3 5 
6527	2499	cheapest borough is { LOCATION1 transit location } , also known as corn beef London because of it 's endless rows of red brick housing	None	3 5 6 
6536	2500	Personally I would rather live in { LOCATION1 general } , but just cus its more central then LOCATION1	None	6 8 
6537	2500	Personally I would rather live in { LOCATION1 price } , but just cus its more central then LOCATION1	None	6 8 
6538	2500	Personally I would rather live in { LOCATION1 safety } , but just cus its more central then LOCATION1	None	6 8 
6539	2500	Personally I would rather live in { LOCATION1 transit location } , but just cus its more central then LOCATION1	Positive	6 8 9 
6552	2504	{ LOCATION1 general } was mentioned - sorry but I do not believe that it is a good area	Negative	0 2 
6553	2504	{ LOCATION1 price } was mentioned - sorry but I do not believe that it is a good area	None	0 2 
6554	2504	{ LOCATION1 safety } was mentioned - sorry but I do not believe that it is a good area	None	0 2 
6555	2504	{ LOCATION1 transit location } was mentioned - sorry but I do not believe that it is a good area	None	0 2 3 
6556	2505	I loved the village and thought { LOCATION1 general } was just beautiful , especially the lake , and it only took about 30 minutes to get to LOCATION2 Rd	None	6 8 
6557	2505	I loved the village and thought { LOCATION1 price } was just beautiful , especially the lake , and it only took about 30 minutes to get to LOCATION2 Rd	None	6 8 
6558	2505	I loved the village and thought { LOCATION1 safety } was just beautiful , especially the lake , and it only took about 30 minutes to get to LOCATION2 Rd	None	6 8 
6559	2505	I loved the village and thought { LOCATION1 transit location } was just beautiful , especially the lake , and it only took about 30 minutes to get to LOCATION2 Rd	Positive	6 8 9 
12496	2505	I loved the village and thought LOCATION1 was just beautiful , especially the lake , and it only took about 30 minutes to get to { LOCATION2 general } Rd	None	25 27 
12497	2505	I loved the village and thought LOCATION1 was just beautiful , especially the lake , and it only took about 30 minutes to get to { LOCATION2 price } Rd	None	25 27 
12498	2505	I loved the village and thought LOCATION1 was just beautiful , especially the lake , and it only took about 30 minutes to get to { LOCATION2 safety } Rd	None	25 27 
12499	2505	I loved the village and thought LOCATION1 was just beautiful , especially the lake , and it only took about 30 minutes to get to { LOCATION2 transit location } Rd	None	25 27 28 
6564	2507	However , { LOCATION1 general } is generally cheaper than LOCATION1 but has less tube stations	None	2 4 
6565	2507	However , { LOCATION1 price } is generally cheaper than LOCATION1 but has less tube stations	Positive	2 4 
6566	2507	However , { LOCATION1 safety } is generally cheaper than LOCATION1 but has less tube stations	None	2 4 
6567	2507	However , { LOCATION1 transit location } is generally cheaper than LOCATION1 but has less tube stations	Negative	2 4 5 
6568	2508	{ LOCATION1 general } is quite pleasant in general	Positive	0 2 
6569	2508	{ LOCATION1 price } is quite pleasant in general	None	0 2 
6570	2508	{ LOCATION1 safety } is quite pleasant in general	None	0 2 
6571	2508	{ LOCATION1 transit location } is quite pleasant in general	None	0 2 3 
6584	2511	Some areas , such as { LOCATION1 general } , are dearer than others London is such a big place and has so much to see	Positive	5 7 
6585	2511	Some areas , such as { LOCATION1 price } , are dearer than others London is such a big place and has so much to see	None	5 7 
6586	2511	Some areas , such as { LOCATION1 safety } , are dearer than others London is such a big place and has so much to see	None	5 7 
6587	2511	Some areas , such as { LOCATION1 transit location } , are dearer than others London is such a big place and has so much to see	None	5 7 8 
6592	2513	Come to think of it , { LOCATION1 general } is a great location	Positive	6 8 
6593	2513	Come to think of it , { LOCATION1 price } is a great location	None	6 8 
6594	2513	Come to think of it , { LOCATION1 safety } is a great location	None	6 8 
6595	2513	Come to think of it , { LOCATION1 transit location } is a great location	None	6 8 9 
6600	2515	{ LOCATION1 general } 's crime rate has gone up over the years just be careful like you would when ever you somewhere that your not sure of	None	0 2 
6601	2515	{ LOCATION1 price } 's crime rate has gone up over the years just be careful like you would when ever you somewhere that your not sure of	None	0 2 
6602	2515	{ LOCATION1 safety } 's crime rate has gone up over the years just be careful like you would when ever you somewhere that your not sure of	Negative	0 2 
6603	2515	{ LOCATION1 transit location } 's crime rate has gone up over the years just be careful like you would when ever you somewhere that your not sure of	None	0 2 3 
6620	2520	{ LOCATION1 general } is one of the most historic , affluent areas of central London	None	0 2 
6621	2520	{ LOCATION1 price } is one of the most historic , affluent areas of central London	Negative	0 2 
6622	2520	{ LOCATION1 safety } is one of the most historic , affluent areas of central London	None	0 2 
6623	2520	{ LOCATION1 transit location } is one of the most historic , affluent areas of central London	None	0 2 3 
6624	2522	I have never been back to { LOCATION1 general } , it is an absolutely horrible area , and I wo n't be returning in a hurry	Negative	6 8 
6625	2522	I have never been back to { LOCATION1 price } , it is an absolutely horrible area , and I wo n't be returning in a hurry	None	6 8 
6626	2522	I have never been back to { LOCATION1 safety } , it is an absolutely horrible area , and I wo n't be returning in a hurry	None	6 8 
6627	2522	I have never been back to { LOCATION1 transit location } , it is an absolutely horrible area , and I wo n't be returning in a hurry	None	6 8 9 
6636	2525	As far as safety goes , I would say { LOCATION1 general } would be the better choice Live in LOCATION1	None	9 11 
6637	2525	As far as safety goes , I would say { LOCATION1 price } would be the better choice Live in LOCATION1	None	9 11 
6638	2525	As far as safety goes , I would say { LOCATION1 safety } would be the better choice Live in LOCATION1	Positive	9 11 
6639	2525	As far as safety goes , I would say { LOCATION1 transit location } would be the better choice Live in LOCATION1	None	9 11 12 
6640	2526	{ LOCATION1 general } the most expensive houses in the world excellent location scenery definitely	None	0 2 
6641	2526	{ LOCATION1 price } the most expensive houses in the world excellent location scenery definitely	Negative	0 2 
6642	2526	{ LOCATION1 safety } the most expensive houses in the world excellent location scenery definitely	None	0 2 
6643	2526	{ LOCATION1 transit location } the most expensive houses in the world excellent location scenery definitely	Positive	0 2 3 
6644	2527	{ LOCATION1 general } and the surrounding area is becoming more popular , but I still would n't choose to live there	Positive	0 2 
6645	2527	{ LOCATION1 price } and the surrounding area is becoming more popular , but I still would n't choose to live there	None	0 2 
6646	2527	{ LOCATION1 safety } and the surrounding area is becoming more popular , but I still would n't choose to live there	None	0 2 
6647	2527	{ LOCATION1 transit location } and the surrounding area is becoming more popular , but I still would n't choose to live there	None	0 2 3 
6648	2528	Areas quite far North such as { LOCATION1 general } are really nice	Positive	6 8 
6649	2528	Areas quite far North such as { LOCATION1 price } are really nice	None	6 8 
6650	2528	Areas quite far North such as { LOCATION1 safety } are really nice	None	6 8 
6651	2528	Areas quite far North such as { LOCATION1 transit location } are really nice	None	6 8 9 
6668	2532	Only part of south-east I would recommend is { LOCATION1 general } but it 's ridiculously expensive being in Central	None	8 10 
6669	2532	Only part of south-east I would recommend is { LOCATION1 price } but it 's ridiculously expensive being in Central	Negative	8 10 
6670	2532	Only part of south-east I would recommend is { LOCATION1 safety } but it 's ridiculously expensive being in Central	None	8 10 
6671	2532	Only part of south-east I would recommend is { LOCATION1 transit location } but it 's ridiculously expensive being in Central	Positive	8 10 11 
6672	2533	{ LOCATION1 general } is not really poor : there is a lot of very beautiful open spaces there	Positive	0 2 
6673	2533	{ LOCATION1 price } is not really poor : there is a lot of very beautiful open spaces there	None	0 2 
6674	2533	{ LOCATION1 safety } is not really poor : there is a lot of very beautiful open spaces there	None	0 2 
6675	2533	{ LOCATION1 transit location } is not really poor : there is a lot of very beautiful open spaces there	None	0 2 3 
6696	2539	{ LOCATION1 general } , has a bad reputation but they are developing this area and it 's looking great	Positive	0 2 
6697	2539	{ LOCATION1 price } , has a bad reputation but they are developing this area and it 's looking great	None	0 2 
6698	2539	{ LOCATION1 safety } , has a bad reputation but they are developing this area and it 's looking great	None	0 2 
6699	2539	{ LOCATION1 transit location } , has a bad reputation but they are developing this area and it 's looking great	None	0 2 3 
6712	2542	Just living in { LOCATION1 general } does not mean you will automatically become a victim of crime	None	3 5 
6713	2542	Just living in { LOCATION1 price } does not mean you will automatically become a victim of crime	None	3 5 
6714	2542	Just living in { LOCATION1 safety } does not mean you will automatically become a victim of crime	Positive	3 5 
6715	2542	Just living in { LOCATION1 transit location } does not mean you will automatically become a victim of crime	None	3 5 6 
6716	2543	NO offence to anyone who lives in { LOCATION1 general } , I personally would stay away from it	Negative	7 9 
6717	2543	NO offence to anyone who lives in { LOCATION1 price } , I personally would stay away from it	None	7 9 
6718	2543	NO offence to anyone who lives in { LOCATION1 safety } , I personally would stay away from it	None	7 9 
6719	2543	NO offence to anyone who lives in { LOCATION1 transit location } , I personally would stay away from it	None	7 9 10 
6724	2545	you will have no problems there { LOCATION1 general } is a nice place	Positive	6 8 
6725	2545	you will have no problems there { LOCATION1 price } is a nice place	None	6 8 
6726	2545	you will have no problems there { LOCATION1 safety } is a nice place	Positive	6 8 
6727	2545	you will have no problems there { LOCATION1 transit location } is a nice place	None	6 8 9 
6728	2546	They are often very wealthy and well connected , many of them are from overseas , and they socialise in circles where they have known each other for many years through their families , public school or work etc and they are wary of outsiders { LOCATION1 general } is a pretty wealthy area so it is generally quite safe but it is still part of London	None	45 47 
6729	2546	They are often very wealthy and well connected , many of them are from overseas , and they socialise in circles where they have known each other for many years through their families , public school or work etc and they are wary of outsiders { LOCATION1 price } is a pretty wealthy area so it is generally quite safe but it is still part of London	Negative	45 47 
6730	2546	They are often very wealthy and well connected , many of them are from overseas , and they socialise in circles where they have known each other for many years through their families , public school or work etc and they are wary of outsiders { LOCATION1 safety } is a pretty wealthy area so it is generally quite safe but it is still part of London	Positive	45 47 
6731	2546	They are often very wealthy and well connected , many of them are from overseas , and they socialise in circles where they have known each other for many years through their families , public school or work etc and they are wary of outsiders { LOCATION1 transit location } is a pretty wealthy area so it is generally quite safe but it is still part of London	None	45 47 48 
6736	2548	{ LOCATION1 general } is a nice green middle class suburb with a good frequent train service to LOCATION1	None	0 2 
6737	2548	{ LOCATION1 price } is a nice green middle class suburb with a good frequent train service to LOCATION1	None	0 2 
6738	2548	{ LOCATION1 safety } is a nice green middle class suburb with a good frequent train service to LOCATION1	None	0 2 
6739	2548	{ LOCATION1 transit location } is a nice green middle class suburb with a good frequent train service to LOCATION1	Positive	0 2 3 
6748	2550	{ LOCATION1 general } is colourful , and I rather liked my time in LOCATION2 which is next to it	Positive	0 2 
6749	2550	{ LOCATION1 price } is colourful , and I rather liked my time in LOCATION2 which is next to it	None	0 2 
6750	2550	{ LOCATION1 safety } is colourful , and I rather liked my time in LOCATION2 which is next to it	None	0 2 
6751	2550	{ LOCATION1 transit location } is colourful , and I rather liked my time in LOCATION2 which is next to it	None	0 2 3 
12516	2550	LOCATION1 is colourful , and I rather liked my time in { LOCATION2 general } which is next to it	Positive	11 13 
12517	2550	LOCATION1 is colourful , and I rather liked my time in { LOCATION2 price } which is next to it	None	11 13 
12518	2550	LOCATION1 is colourful , and I rather liked my time in { LOCATION2 safety } which is next to it	None	11 13 
12519	2550	LOCATION1 is colourful , and I rather liked my time in { LOCATION2 transit location } which is next to it	None	11 13 14 
6752	2551	= LOCATION2 and { LOCATION1 general } area is still the cheapest to rent AND to buy in London	None	3 5 
6753	2551	= LOCATION2 and { LOCATION1 price } area is still the cheapest to rent AND to buy in London	Positive	3 5 
6754	2551	= LOCATION2 and { LOCATION1 safety } area is still the cheapest to rent AND to buy in London	None	3 5 
6755	2551	= LOCATION2 and { LOCATION1 transit location } area is still the cheapest to rent AND to buy in London	None	3 5 6 
12520	2551	= { LOCATION2 general } and LOCATION1 area is still the cheapest to rent AND to buy in London	None	1 3 
12521	2551	= { LOCATION2 price } and LOCATION1 area is still the cheapest to rent AND to buy in London	Positive	1 3 
12522	2551	= { LOCATION2 safety } and LOCATION1 area is still the cheapest to rent AND to buy in London	None	1 3 
12523	2551	= { LOCATION2 transit location } and LOCATION1 area is still the cheapest to rent AND to buy in London	None	1 3 4 
6756	2552	LOCATION2 and { LOCATION1 general } are nice	Positive	2 4 
6757	2552	LOCATION2 and { LOCATION1 price } are nice	None	2 4 
6758	2552	LOCATION2 and { LOCATION1 safety } are nice	None	2 4 
6759	2552	LOCATION2 and { LOCATION1 transit location } are nice	None	2 4 5 
12524	2552	{ LOCATION2 general } and LOCATION1 are nice	Positive	0 2 
12525	2552	{ LOCATION2 price } and LOCATION1 are nice	None	0 2 
12526	2552	{ LOCATION2 safety } and LOCATION1 are nice	None	0 2 
12527	2552	{ LOCATION2 transit location } and LOCATION1 are nice	None	0 2 3 
6760	2553	{ LOCATION1 general } is a dump and much of LOCATION2 is a dump	Negative	0 2 
6761	2553	{ LOCATION1 price } is a dump and much of LOCATION2 is a dump	None	0 2 
6762	2553	{ LOCATION1 safety } is a dump and much of LOCATION2 is a dump	None	0 2 
6763	2553	{ LOCATION1 transit location } is a dump and much of LOCATION2 is a dump	None	0 2 3 
12528	2553	LOCATION1 is a dump and much of { LOCATION2 general } is a dump	Negative	7 9 
12529	2553	LOCATION1 is a dump and much of { LOCATION2 price } is a dump	None	7 9 
12530	2553	LOCATION1 is a dump and much of { LOCATION2 safety } is a dump	None	7 9 
12531	2553	LOCATION1 is a dump and much of { LOCATION2 transit location } is a dump	None	7 9 10 
6764	2554	LOCATION2 or { LOCATION1 general } would supply great local amenities and a direct train into the London	None	2 4 
6765	2554	LOCATION2 or { LOCATION1 price } would supply great local amenities and a direct train into the London	None	2 4 
6766	2554	LOCATION2 or { LOCATION1 safety } would supply great local amenities and a direct train into the London	None	2 4 
6767	2554	LOCATION2 or { LOCATION1 transit location } would supply great local amenities and a direct train into the London	Positive	2 4 5 
12532	2554	{ LOCATION2 general } or LOCATION1 would supply great local amenities and a direct train into the London	None	0 2 
12533	2554	{ LOCATION2 price } or LOCATION1 would supply great local amenities and a direct train into the London	None	0 2 
12534	2554	{ LOCATION2 safety } or LOCATION1 would supply great local amenities and a direct train into the London	None	0 2 
12535	2554	{ LOCATION2 transit location } or LOCATION1 would supply great local amenities and a direct train into the London	Positive	0 2 3 
6768	2555	I 'd go for very central - LOCATION2 or { LOCATION1 general }	None	9 11 
6769	2555	I 'd go for very central - LOCATION2 or { LOCATION1 price }	None	9 11 
6770	2555	I 'd go for very central - LOCATION2 or { LOCATION1 safety }	None	9 11 
6771	2555	I 'd go for very central - LOCATION2 or { LOCATION1 transit location }	Positive	9 11 12 
12536	2555	I 'd go for very central - { LOCATION2 general } or LOCATION1	None	7 9 
12537	2555	I 'd go for very central - { LOCATION2 price } or LOCATION1	None	7 9 
12538	2555	I 'd go for very central - { LOCATION2 safety } or LOCATION1	None	7 9 
12539	2555	I 'd go for very central - { LOCATION2 transit location } or LOCATION1	Positive	7 9 10 
6776	2557	LOCATION2 is a bit far out , as is { LOCATION1 general }	None	9 11 
6777	2557	LOCATION2 is a bit far out , as is { LOCATION1 price }	None	9 11 
6778	2557	LOCATION2 is a bit far out , as is { LOCATION1 safety }	None	9 11 
6779	2557	LOCATION2 is a bit far out , as is { LOCATION1 transit location }	Negative	9 11 12 
12544	2557	{ LOCATION2 general } is a bit far out , as is LOCATION1	None	0 2 
12545	2557	{ LOCATION2 price } is a bit far out , as is LOCATION1	None	0 2 
12546	2557	{ LOCATION2 safety } is a bit far out , as is LOCATION1	None	0 2 
12547	2557	{ LOCATION2 transit location } is a bit far out , as is LOCATION1	Negative	0 2 3 
6780	2558	Try { LOCATION1 general } or LOCATION2	Positive	1 3 
6781	2558	Try { LOCATION1 price } or LOCATION2	None	1 3 
6782	2558	Try { LOCATION1 safety } or LOCATION2	None	1 3 
6783	2558	Try { LOCATION1 transit location } or LOCATION2	None	1 3 4 
12548	2558	Try LOCATION1 or { LOCATION2 general }	Positive	3 5 
12549	2558	Try LOCATION1 or { LOCATION2 price }	None	3 5 
12550	2558	Try LOCATION1 or { LOCATION2 safety }	None	3 5 
12551	2558	Try LOCATION1 or { LOCATION2 transit location }	None	3 5 6 
6784	2559	I 'd avoid { LOCATION1 general } and LOCATION2 - they 're not too nice	Negative	3 5 
6785	2559	I 'd avoid { LOCATION1 price } and LOCATION2 - they 're not too nice	None	3 5 
6786	2559	I 'd avoid { LOCATION1 safety } and LOCATION2 - they 're not too nice	None	3 5 
6787	2559	I 'd avoid { LOCATION1 transit location } and LOCATION2 - they 're not too nice	None	3 5 6 
12552	2559	I 'd avoid LOCATION1 and { LOCATION2 general } - they 're not too nice	Negative	5 7 
12553	2559	I 'd avoid LOCATION1 and { LOCATION2 price } - they 're not too nice	None	5 7 
12554	2559	I 'd avoid LOCATION1 and { LOCATION2 safety } - they 're not too nice	None	5 7 
12555	2559	I 'd avoid LOCATION1 and { LOCATION2 transit location } - they 're not too nice	None	5 7 8 
6792	2560	LOCATION2 { LOCATION1 general } is a good place to start out in London	Positive	1 3 
6793	2560	LOCATION2 { LOCATION1 price } is a good place to start out in London	None	1 3 
6794	2560	LOCATION2 { LOCATION1 safety } is a good place to start out in London	None	1 3 
6795	2560	LOCATION2 { LOCATION1 transit location } is a good place to start out in London	None	1 3 4 
12560	2560	{ LOCATION2 general } LOCATION1 is a good place to start out in London	Positive	0 2 
12561	2560	{ LOCATION2 price } LOCATION1 is a good place to start out in London	None	0 2 
12562	2560	{ LOCATION2 safety } LOCATION1 is a good place to start out in London	None	0 2 
12563	2560	{ LOCATION2 transit location } LOCATION1 is a good place to start out in London	None	0 2 3 
6796	2561	LOCATION2 and north of { LOCATION1 general } has a lot of gun crime and robberies	None	4 6 
6797	2561	LOCATION2 and north of { LOCATION1 price } has a lot of gun crime and robberies	None	4 6 
6798	2561	LOCATION2 and north of { LOCATION1 safety } has a lot of gun crime and robberies	Negative	4 6 
6799	2561	LOCATION2 and north of { LOCATION1 transit location } has a lot of gun crime and robberies	None	4 6 7 
12564	2561	{ LOCATION2 general } and north of LOCATION1 has a lot of gun crime and robberies	None	0 2 
12565	2561	{ LOCATION2 price } and north of LOCATION1 has a lot of gun crime and robberies	None	0 2 
12566	2561	{ LOCATION2 safety } and north of LOCATION1 has a lot of gun crime and robberies	Negative	0 2 
12567	2561	{ LOCATION2 transit location } and north of LOCATION1 has a lot of gun crime and robberies	None	0 2 3 
6800	2562	A bit further out towards the suburbs are { LOCATION1 general } and LOCATION2 which are pleasant areas	Positive	8 10 
6801	2562	A bit further out towards the suburbs are { LOCATION1 price } and LOCATION2 which are pleasant areas	None	8 10 
6802	2562	A bit further out towards the suburbs are { LOCATION1 safety } and LOCATION2 which are pleasant areas	None	8 10 
6803	2562	A bit further out towards the suburbs are { LOCATION1 transit location } and LOCATION2 which are pleasant areas	Negative	8 10 11 
12568	2562	A bit further out towards the suburbs are LOCATION1 and { LOCATION2 general } which are pleasant areas	Positive	10 12 
12569	2562	A bit further out towards the suburbs are LOCATION1 and { LOCATION2 price } which are pleasant areas	None	10 12 
12570	2562	A bit further out towards the suburbs are LOCATION1 and { LOCATION2 safety } which are pleasant areas	None	10 12 
12571	2562	A bit further out towards the suburbs are LOCATION1 and { LOCATION2 transit location } which are pleasant areas	Negative	10 12 13 
6804	2563	do n't live in the { LOCATION1 general } it is pretty rough especially around LOCATION2	None	5 7 
6805	2563	do n't live in the { LOCATION1 price } it is pretty rough especially around LOCATION2	None	5 7 
6806	2563	do n't live in the { LOCATION1 safety } it is pretty rough especially around LOCATION2	Negative	5 7 
6807	2563	do n't live in the { LOCATION1 transit location } it is pretty rough especially around LOCATION2	None	5 7 8 
12572	2563	do n't live in the LOCATION1 it is pretty rough especially around { LOCATION2 general }	None	12 14 
12573	2563	do n't live in the LOCATION1 it is pretty rough especially around { LOCATION2 price }	None	12 14 
12574	2563	do n't live in the LOCATION1 it is pretty rough especially around { LOCATION2 safety }	Negative	12 14 
12575	2563	do n't live in the LOCATION1 it is pretty rough especially around { LOCATION2 transit location }	None	12 14 15 
6808	2564	{ LOCATION1 general } is all either very expensive or very rough LOCATION2 would be a great spot , it is cheap but as mentioned it is quite dangerous	None	0 2 
6809	2564	{ LOCATION1 price } is all either very expensive or very rough LOCATION2 would be a great spot , it is cheap but as mentioned it is quite dangerous	Negative	0 2 
6810	2564	{ LOCATION1 safety } is all either very expensive or very rough LOCATION2 would be a great spot , it is cheap but as mentioned it is quite dangerous	Negative	0 2 
6811	2564	{ LOCATION1 transit location } is all either very expensive or very rough LOCATION2 would be a great spot , it is cheap but as mentioned it is quite dangerous	None	0 2 3 
12576	2564	LOCATION1 is all either very expensive or very rough { LOCATION2 general } would be a great spot , it is cheap but as mentioned it is quite dangerous	Positive	9 11 
12577	2564	LOCATION1 is all either very expensive or very rough { LOCATION2 price } would be a great spot , it is cheap but as mentioned it is quite dangerous	Positive	9 11 
12578	2564	LOCATION1 is all either very expensive or very rough { LOCATION2 safety } would be a great spot , it is cheap but as mentioned it is quite dangerous	Negative	9 11 
12579	2564	LOCATION1 is all either very expensive or very rough { LOCATION2 transit location } would be a great spot , it is cheap but as mentioned it is quite dangerous	None	9 11 12 
6812	2565	Places like { LOCATION1 general } and LOCATION2 really are not that bad ,	Positive	2 4 
6813	2565	Places like { LOCATION1 price } and LOCATION2 really are not that bad ,	None	2 4 
6814	2565	Places like { LOCATION1 safety } and LOCATION2 really are not that bad ,	None	2 4 
6815	2565	Places like { LOCATION1 transit location } and LOCATION2 really are not that bad ,	None	2 4 5 
12580	2565	Places like LOCATION1 and { LOCATION2 general } really are not that bad ,	Positive	4 6 
12581	2565	Places like LOCATION1 and { LOCATION2 price } really are not that bad ,	None	4 6 
12582	2565	Places like LOCATION1 and { LOCATION2 safety } really are not that bad ,	None	4 6 
12583	2565	Places like LOCATION1 and { LOCATION2 transit location } really are not that bad ,	None	4 6 7 
6816	2566	Other people have mentioned LOCATION2 , but this borough is pretty expensive , especially { LOCATION1 general }	None	14 16 
6817	2566	Other people have mentioned LOCATION2 , but this borough is pretty expensive , especially { LOCATION1 price }	Negative	14 16 
6818	2566	Other people have mentioned LOCATION2 , but this borough is pretty expensive , especially { LOCATION1 safety }	None	14 16 
6819	2566	Other people have mentioned LOCATION2 , but this borough is pretty expensive , especially { LOCATION1 transit location }	None	14 16 17 
12584	2566	Other people have mentioned { LOCATION2 general } , but this borough is pretty expensive , especially LOCATION1	None	4 6 
12585	2566	Other people have mentioned { LOCATION2 price } , but this borough is pretty expensive , especially LOCATION1	Negative	4 6 
12586	2566	Other people have mentioned { LOCATION2 safety } , but this borough is pretty expensive , especially LOCATION1	None	4 6 
12587	2566	Other people have mentioned { LOCATION2 transit location } , but this borough is pretty expensive , especially LOCATION1	None	4 6 7 
6820	2567	LOCATION2 and { LOCATION1 general } are not the pleasantest of areas	Negative	2 4 
6821	2567	LOCATION2 and { LOCATION1 price } are not the pleasantest of areas	None	2 4 
6822	2567	LOCATION2 and { LOCATION1 safety } are not the pleasantest of areas	None	2 4 
6823	2567	LOCATION2 and { LOCATION1 transit location } are not the pleasantest of areas	None	2 4 5 
12588	2567	{ LOCATION2 general } and LOCATION1 are not the pleasantest of areas	Negative	0 2 
12589	2567	{ LOCATION2 price } and LOCATION1 are not the pleasantest of areas	None	0 2 
12590	2567	{ LOCATION2 safety } and LOCATION1 are not the pleasantest of areas	None	0 2 
12591	2567	{ LOCATION2 transit location } and LOCATION1 are not the pleasantest of areas	None	0 2 3 
6824	2568	Try this link : They have quite cheap studio flats in { LOCATION1 general } and LOCATION2 , all pretty safe and nice from what I 've heard	Positive	11 13 
6825	2568	Try this link : They have quite cheap studio flats in { LOCATION1 price } and LOCATION2 , all pretty safe and nice from what I 've heard	Positive	11 13 
6826	2568	Try this link : They have quite cheap studio flats in { LOCATION1 safety } and LOCATION2 , all pretty safe and nice from what I 've heard	Positive	11 13 
6827	2568	Try this link : They have quite cheap studio flats in { LOCATION1 transit location } and LOCATION2 , all pretty safe and nice from what I 've heard	None	11 13 14 
12592	2568	Try this link : They have quite cheap studio flats in LOCATION1 and { LOCATION2 general } , all pretty safe and nice from what I 've heard	Positive	13 15 
12593	2568	Try this link : They have quite cheap studio flats in LOCATION1 and { LOCATION2 price } , all pretty safe and nice from what I 've heard	Positive	13 15 
12594	2568	Try this link : They have quite cheap studio flats in LOCATION1 and { LOCATION2 safety } , all pretty safe and nice from what I 've heard	Positive	13 15 
12595	2568	Try this link : They have quite cheap studio flats in LOCATION1 and { LOCATION2 transit location } , all pretty safe and nice from what I 've heard	None	13 15 16 
6828	2569	I 'd recommend { LOCATION1 general } , LOCATION2	Positive	3 5 
6829	2569	I 'd recommend { LOCATION1 price } , LOCATION2	None	3 5 
6830	2569	I 'd recommend { LOCATION1 safety } , LOCATION2	None	3 5 
6831	2569	I 'd recommend { LOCATION1 transit location } , LOCATION2	None	3 5 6 
12596	2569	I 'd recommend LOCATION1 , { LOCATION2 general }	Positive	5 7 
12597	2569	I 'd recommend LOCATION1 , { LOCATION2 price }	None	5 7 
12598	2569	I 'd recommend LOCATION1 , { LOCATION2 safety }	None	5 7 
12599	2569	I 'd recommend LOCATION1 , { LOCATION2 transit location }	None	5 7 8 
6836	2570	{ LOCATION1 general } AND LOCATION2 IS STILL RIGHT IN CENTRAL London SO YOULL BE CLOSE TO EVERYTHING	None	0 2 
6837	2570	{ LOCATION1 price } AND LOCATION2 IS STILL RIGHT IN CENTRAL London SO YOULL BE CLOSE TO EVERYTHING	None	0 2 
6838	2570	{ LOCATION1 safety } AND LOCATION2 IS STILL RIGHT IN CENTRAL London SO YOULL BE CLOSE TO EVERYTHING	None	0 2 
6839	2570	{ LOCATION1 transit location } AND LOCATION2 IS STILL RIGHT IN CENTRAL London SO YOULL BE CLOSE TO EVERYTHING	Positive	0 2 3 
12600	2570	LOCATION1 AND { LOCATION2 general } IS STILL RIGHT IN CENTRAL London SO YOULL BE CLOSE TO EVERYTHING	None	2 4 
12601	2570	LOCATION1 AND { LOCATION2 price } IS STILL RIGHT IN CENTRAL London SO YOULL BE CLOSE TO EVERYTHING	None	2 4 
12602	2570	LOCATION1 AND { LOCATION2 safety } IS STILL RIGHT IN CENTRAL London SO YOULL BE CLOSE TO EVERYTHING	None	2 4 
12603	2570	LOCATION1 AND { LOCATION2 transit location } IS STILL RIGHT IN CENTRAL London SO YOULL BE CLOSE TO EVERYTHING	Positive	2 4 5 
6840	2571	{ LOCATION1 general } is beautiful I currently live just off LOCATION2 and I like it	Positive	0 2 
6841	2571	{ LOCATION1 price } is beautiful I currently live just off LOCATION2 and I like it	None	0 2 
