Sum of label_val	Column Labels								
Row Labels	LOCATION1#general	LOCATION1#price	LOCATION1#safety	LOCATION1#transit	LOCATION2#general	LOCATION2#price	LOCATION2#safety	LOCATION2#transit	Grand Total
Jack Straw lives in  LOCATION1 general 	0								0
Jack Straw lives in  LOCATION1 price 		0							0
Jack Straw lives in  LOCATION1 safety 			0						0
Jack Straw lives in  LOCATION1 transit location 				0					0
2081	0	0	0	0					0
 LOCATION1 general  is about as cosmopolitan as it gets	0								0
 LOCATION1 price  is about as cosmopolitan as it gets		0							0
 LOCATION1 safety  is about as cosmopolitan as it gets			0						0
 LOCATION1 transit location  is about as cosmopolitan as it gets				0					0
2082	1	0	0	0					1
" LOCATION1 general  's alright , all the people I have met from there have been very friendly and the area 's not too bad"	1								1
" LOCATION1 price  's alright , all the people I have met from there have been very friendly and the area 's not too bad"		0							0
" LOCATION1 safety  's alright , all the people I have met from there have been very friendly and the area 's not too bad"			0						0
" LOCATION1 transit location  's alright , all the people I have met from there have been very friendly and the area 's not too bad"				0					0
2084	-1	0	1	0					0
 LOCATION1 general  is not dangerous but it is an ugly jumble of concrete with no character	-1								-1
 LOCATION1 price  is not dangerous but it is an ugly jumble of concrete with no character		0							0
 LOCATION1 safety  is not dangerous but it is an ugly jumble of concrete with no character			1						1
 LOCATION1 transit location  is not dangerous but it is an ugly jumble of concrete with no character				0					0
2085	0	1	0	0					1
The cheapest area is probably the area around  LOCATION1 general 	0								0
The cheapest area is probably the area around  LOCATION1 price 		1							1
The cheapest area is probably the area around  LOCATION1 safety 			0						0
The cheapest area is probably the area around  LOCATION1 transit location 				0					0
2086	0	0	-1	0					-1
Areas that I dont feel quite so safe in places like  LOCATION1 general 	0								0
Areas that I dont feel quite so safe in places like  LOCATION1 price 		0							0
Areas that I dont feel quite so safe in places like  LOCATION1 safety 			-1						-1
Areas that I dont feel quite so safe in places like  LOCATION1 transit location 				0					0
2087	1	0	0	0					1
" LOCATION1 general  is a pleasent , up-market , vibrant , cosmopolitan , young professional area"	1								1
" LOCATION1 price  is a pleasent , up-market , vibrant , cosmopolitan , young professional area"		0							0
" LOCATION1 safety  is a pleasent , up-market , vibrant , cosmopolitan , young professional area"			0						0
" LOCATION1 transit location  is a pleasent , up-market , vibrant , cosmopolitan , young professional area"				0					0
2088	0	0	0	0					0
As for  LOCATION1 general 	0								0
As for  LOCATION1 price 		0							0
As for  LOCATION1 safety 			0						0
As for  LOCATION1 transit location 				0					0
2089	0	1	0	0	0	0	0	0	1
I do n't know  LOCATION2 general  but LOCATION1 has some very affordable properties if your renting or buying					0				0
I do n't know  LOCATION2 price  but LOCATION1 has some very affordable properties if your renting or buying						0			0
I do n't know  LOCATION2 safety  but LOCATION1 has some very affordable properties if your renting or buying							0		0
I do n't know  LOCATION2 transit location  but LOCATION1 has some very affordable properties if your renting or buying								0	0
I do n't know LOCATION2 but  LOCATION1 general  has some very affordable properties if your renting or buying	0								0
I do n't know LOCATION2 but  LOCATION1 price  has some very affordable properties if your renting or buying		1							1
I do n't know LOCATION2 but  LOCATION1 safety  has some very affordable properties if your renting or buying			0						0
I do n't know LOCATION2 but  LOCATION1 transit location  has some very affordable properties if your renting or buying				0					0
2090	0	0	-1	0					-1
"The crime rate is high and someone just got killed in  LOCATION1 general  recently , so i would n't if i was you"	0								0
"The crime rate is high and someone just got killed in  LOCATION1 price  recently , so i would n't if i was you"		0							0
"The crime rate is high and someone just got killed in  LOCATION1 safety  recently , so i would n't if i was you"			-1						-1
"The crime rate is high and someone just got killed in  LOCATION1 transit location  recently , so i would n't if i was you"				0					0
2091	0	0	0	0					0
Modern flats like in the  LOCATION1 general  or old houses	0								0
Modern flats like in the  LOCATION1 price  or old houses		0							0
Modern flats like in the  LOCATION1 safety  or old houses			0						0
Modern flats like in the  LOCATION1 transit location  or old houses				0					0
2092	1	0	0	0					1
try somewhere round  LOCATION1 general 	1								1
try somewhere round  LOCATION1 price 		0							0
try somewhere round  LOCATION1 safety 			0						0
try somewhere round  LOCATION1 transit location 				0					0
2093	-1	0	0	0					-1
"goldsmiths is an excellent uni : D but as has been said above ,  LOCATION1 general  is a bit of a skank area"	-1								-1
"goldsmiths is an excellent uni : D but as has been said above ,  LOCATION1 price  is a bit of a skank area"		0							0
"goldsmiths is an excellent uni : D but as has been said above ,  LOCATION1 safety  is a bit of a skank area"			0						0
"goldsmiths is an excellent uni : D but as has been said above ,  LOCATION1 transit location  is a bit of a skank area"				0					0
2094	0	0	0	-1					-1
I have lived in  LOCATION1 general  in the past and that 's quite nice but no train links	0								0
I have lived in  LOCATION1 price  in the past and that 's quite nice but no train links		0							0
I have lived in  LOCATION1 safety  in the past and that 's quite nice but no train links			0						0
I have lived in  LOCATION1 transit location  in the past and that 's quite nice but no train links				-1					-1
2095	0	0	0	0	0	0	0	0	0
"Is  LOCATION2 general  , LOCATION1 in London a good and safe area"					0				0
"Is  LOCATION2 price  , LOCATION1 in London a good and safe area"						0			0
"Is  LOCATION2 safety  , LOCATION1 in London a good and safe area"							0		0
"Is  LOCATION2 transit location  , LOCATION1 in London a good and safe area"								0	0
"Is LOCATION2 ,  LOCATION1 general  in London a good and safe area"	0								0
"Is LOCATION2 ,  LOCATION1 price  in London a good and safe area"		0							0
"Is LOCATION2 ,  LOCATION1 safety  in London a good and safe area"			0						0
"Is LOCATION2 ,  LOCATION1 transit location  in London a good and safe area"				0					0
2096	0	0	0	1					1
The connections to central London are also very good if you live next to the  LOCATION1 general  station	0								0
The connections to central London are also very good if you live next to the  LOCATION1 price  station		0							0
The connections to central London are also very good if you live next to the  LOCATION1 safety  station			0						0
The connections to central London are also very good if you live next to the  LOCATION1 transit location  station				1					1
2097	0	1	0	0					1
 LOCATION1 general  is probably slightly cheaper	0								0
 LOCATION1 price  is probably slightly cheaper		1							1
 LOCATION1 safety  is probably slightly cheaper			0						0
 LOCATION1 transit location  is probably slightly cheaper				0					0
2098	0	0	0	0					0
org/wiki/London Boro  LOCATION1 general  is in the 'East End '	0								0
org/wiki/London Boro  LOCATION1 price  is in the 'East End '		0							0
org/wiki/London Boro  LOCATION1 safety  is in the 'East End '			0						0
org/wiki/London Boro  LOCATION1 transit location  is in the 'East End '				0					0
2099	0	0	0	0					0
Tel : 020 77270033 Mobile : 0788 1872799 Email : Email : Nearest Tube Station is  LOCATION1 general 	0								0
Tel : 020 77270033 Mobile : 0788 1872799 Email : Email : Nearest Tube Station is  LOCATION1 price 		0							0
Tel : 020 77270033 Mobile : 0788 1872799 Email : Email : Nearest Tube Station is  LOCATION1 safety 			0						0
Tel : 020 77270033 Mobile : 0788 1872799 Email : Email : Nearest Tube Station is  LOCATION1 transit location 				0					0
2100	0	0	0	0					0
This next link gets you the crime stats for London UK Ignore the other person  LOCATION1 general  is indeed a place	0								0
This next link gets you the crime stats for London UK Ignore the other person  LOCATION1 price  is indeed a place		0							0
This next link gets you the crime stats for London UK Ignore the other person  LOCATION1 safety  is indeed a place			0						0
This next link gets you the crime stats for London UK Ignore the other person  LOCATION1 transit location  is indeed a place				0					0
2101	0	0	0	0					0
 LOCATION1 general  - on one of the side roads off the High Street - every time	0								0
 LOCATION1 price  - on one of the side roads off the High Street - every time		0							0
 LOCATION1 safety  - on one of the side roads off the High Street - every time			0						0
 LOCATION1 transit location  - on one of the side roads off the High Street - every time				0					0
2102	0	0	0	0					0
There are rivalries between the kids that go to secondary school etc  LOCATION1 general  Station in South London	0								0
There are rivalries between the kids that go to secondary school etc  LOCATION1 price  Station in South London		0							0
There are rivalries between the kids that go to secondary school etc  LOCATION1 safety  Station in South London			0						0
There are rivalries between the kids that go to secondary school etc  LOCATION1 transit location  Station in South London				0					0
2103	0	0	0	0					0
"-if you were situated in  LOCATION1 general  , would it really be possible to be able to get into an agency in London , although they are the best ones"	0								0
"-if you were situated in  LOCATION1 price  , would it really be possible to be able to get into an agency in London , although they are the best ones"		0							0
"-if you were situated in  LOCATION1 safety  , would it really be possible to be able to get into an agency in London , although they are the best ones"			0						0
"-if you were situated in  LOCATION1 transit location  , would it really be possible to be able to get into an agency in London , although they are the best ones"				0					0
2104	0	0	0	0					0
"You can look around the website to get an idea of what 's available  LOCATION1 general  , London"	0								0
"You can look around the website to get an idea of what 's available  LOCATION1 price  , London"		0							0
"You can look around the website to get an idea of what 's available  LOCATION1 safety  , London"			0						0
"You can look around the website to get an idea of what 's available  LOCATION1 transit location  , London"				0					0
2105	0	0	0	0					0
 LOCATION1 general  is a small area in London	0								0
 LOCATION1 price  is a small area in London		0							0
 LOCATION1 safety  is a small area in London			0						0
 LOCATION1 transit location  is a small area in London				0					0
2106	0	0	0	0					0
"so firstly ,  LOCATION1 general "	0								0
"so firstly ,  LOCATION1 price "		0							0
"so firstly ,  LOCATION1 safety "			0						0
"so firstly ,  LOCATION1 transit location "				0					0
2107	0	0	-1	0					-1
 LOCATION1 general  is pretty rough but being a Northerner I think most of London is dangerous	0								0
 LOCATION1 price  is pretty rough but being a Northerner I think most of London is dangerous		0							0
 LOCATION1 safety  is pretty rough but being a Northerner I think most of London is dangerous			-1						-1
 LOCATION1 transit location  is pretty rough but being a Northerner I think most of London is dangerous				0					0
2108	0	0	0	0					0
"The Horseshoe , 24  LOCATION1 general  Close , EC1R 0AG"	0								0
"The Horseshoe , 24  LOCATION1 price  Close , EC1R 0AG"		0							0
"The Horseshoe , 24  LOCATION1 safety  Close , EC1R 0AG"			0						0
"The Horseshoe , 24  LOCATION1 transit location  Close , EC1R 0AG"				0					0
2109	0	0	0	0					0
( nuff said ) Royal Observatory  LOCATION1 general  ( being extended at the moment but still open )	0								0
( nuff said ) Royal Observatory  LOCATION1 price  ( being extended at the moment but still open )		0							0
( nuff said ) Royal Observatory  LOCATION1 safety  ( being extended at the moment but still open )			0						0
( nuff said ) Royal Observatory  LOCATION1 transit location  ( being extended at the moment but still open )				0					0
2110	1	0	0	0					1
"but i also recommend  LOCATION1 general  , it 's very nice and that 's where a high proportion of canadians live"	1								1
"but i also recommend  LOCATION1 price  , it 's very nice and that 's where a high proportion of canadians live"		0							0
"but i also recommend  LOCATION1 safety  , it 's very nice and that 's where a high proportion of canadians live"			0						0
"but i also recommend  LOCATION1 transit location  , it 's very nice and that 's where a high proportion of canadians live"				0					0
2111	0	0	0	0					0
Plenty of variety but depends a lot on which part of  LOCATION1 general  you choose to live in	0								0
Plenty of variety but depends a lot on which part of  LOCATION1 price  you choose to live in		0							0
Plenty of variety but depends a lot on which part of  LOCATION1 safety  you choose to live in			0						0
Plenty of variety but depends a lot on which part of  LOCATION1 transit location  you choose to live in				0					0
2112	1	0	0	0					1
"My goodness , you are in for a shock if you 've only lived in a small village Generally ,  LOCATION1 general  is your best bet"	1								1
"My goodness , you are in for a shock if you 've only lived in a small village Generally ,  LOCATION1 price  is your best bet"		0							0
"My goodness , you are in for a shock if you 've only lived in a small village Generally ,  LOCATION1 safety  is your best bet"			0						0
"My goodness , you are in for a shock if you 've only lived in a small village Generally ,  LOCATION1 transit location  is your best bet"				0					0
2113	1	1	0	1					3
You could try somewhere like  LOCATION1 general  - not too far out but not too expensive	1								1
You could try somewhere like  LOCATION1 price  - not too far out but not too expensive		1							1
You could try somewhere like  LOCATION1 safety  - not too far out but not too expensive			0						0
You could try somewhere like  LOCATION1 transit location  - not too far out but not too expensive				1					1
2114	1	0	0	0					1
 LOCATION1 general  has quite an `` arty `` and bohemian reputation these days	1								1
 LOCATION1 price  has quite an `` arty `` and bohemian reputation these days		0							0
 LOCATION1 safety  has quite an `` arty `` and bohemian reputation these days			0						0
 LOCATION1 transit location  has quite an `` arty `` and bohemian reputation these days				0					0
2115	0	0	0	0					0
Just saying  LOCATION1 general  is a bit like saying `` Is Dublin nice ``	0								0
Just saying  LOCATION1 price  is a bit like saying `` Is Dublin nice ``		0							0
Just saying  LOCATION1 safety  is a bit like saying `` Is Dublin nice ``			0						0
Just saying  LOCATION1 transit location  is a bit like saying `` Is Dublin nice ``				0					0
2116	1	0	0	0					1
I also like  LOCATION1 general 	1								1
I also like  LOCATION1 price 		0							0
I also like  LOCATION1 safety 			0						0
I also like  LOCATION1 transit location 				0					0
2117	0	0	0	-1					-1
 LOCATION1 general  is too far from anywhere of value	0								0
 LOCATION1 price  is too far from anywhere of value		0							0
 LOCATION1 safety  is too far from anywhere of value			0						0
 LOCATION1 transit location  is too far from anywhere of value				-1					-1
2118	0	0	0	0	0	0	0	0	0
Try looking for places away from the station though ie towards  LOCATION1 general  tube and Goodge Street tube LOCATION2 is a perfect place for students to live	0								0
Try looking for places away from the station though ie towards  LOCATION1 price  tube and Goodge Street tube LOCATION2 is a perfect place for students to live		0							0
Try looking for places away from the station though ie towards  LOCATION1 safety  tube and Goodge Street tube LOCATION2 is a perfect place for students to live			0						0
Try looking for places away from the station though ie towards  LOCATION1 transit location  tube and Goodge Street tube LOCATION2 is a perfect place for students to live				0					0
Try looking for places away from the station though ie towards LOCATION1 tube and Goodge Street tube  LOCATION2 general  is a perfect place for students to live					0				0
Try looking for places away from the station though ie towards LOCATION1 tube and Goodge Street tube  LOCATION2 price  is a perfect place for students to live						0			0
Try looking for places away from the station though ie towards LOCATION1 tube and Goodge Street tube  LOCATION2 safety  is a perfect place for students to live							0		0
Try looking for places away from the station though ie towards LOCATION1 tube and Goodge Street tube  LOCATION2 transit location  is a perfect place for students to live								0	0
2119	0	0	0	1					1
Commuting - stick to  LOCATION1 general  and you can either drive it or catch the District line into LOCATION1	0								0
Commuting - stick to  LOCATION1 price  and you can either drive it or catch the District line into LOCATION1		0							0
Commuting - stick to  LOCATION1 safety  and you can either drive it or catch the District line into LOCATION1			0						0
Commuting - stick to  LOCATION1 transit location  and you can either drive it or catch the District line into LOCATION1				1					1
2120	0	0	0	0	0	0	0	0	0
I agree about  LOCATION1 general  and LOCATION2	0								0
I agree about  LOCATION1 price  and LOCATION2		0							0
I agree about  LOCATION1 safety  and LOCATION2			0						0
I agree about  LOCATION1 transit location  and LOCATION2				0					0
I agree about LOCATION1 and  LOCATION2 general 					0				0
I agree about LOCATION1 and  LOCATION2 price 						0			0
I agree about LOCATION1 and  LOCATION2 safety 							0		0
I agree about LOCATION1 and  LOCATION2 transit location 								0	0
2121	1	-1	0	0					0
 LOCATION1 general  is another nice though expensive neighbourhood much like Rosedale	1								1
 LOCATION1 price  is another nice though expensive neighbourhood much like Rosedale		-1							-1
 LOCATION1 safety  is another nice though expensive neighbourhood much like Rosedale			0						0
 LOCATION1 transit location  is another nice though expensive neighbourhood much like Rosedale				0					0
2122	1	-1	0	0					0
" LOCATION1 general  is just plain bad value for money - it 's a nice enough area , but you 'd pay the same money for a shoebox there as what you 'd pay for a good room in other places"	1								1
" LOCATION1 price  is just plain bad value for money - it 's a nice enough area , but you 'd pay the same money for a shoebox there as what you 'd pay for a good room in other places"		-1							-1
" LOCATION1 safety  is just plain bad value for money - it 's a nice enough area , but you 'd pay the same money for a shoebox there as what you 'd pay for a good room in other places"			0						0
" LOCATION1 transit location  is just plain bad value for money - it 's a nice enough area , but you 'd pay the same money for a shoebox there as what you 'd pay for a good room in other places"				0					0
2123	1	0	0	0	0	0	0	0	1
 LOCATION1 general  is lovely and it looks over LOCATION2	1								1
 LOCATION1 price  is lovely and it looks over LOCATION2		0							0
 LOCATION1 safety  is lovely and it looks over LOCATION2			0						0
 LOCATION1 transit location  is lovely and it looks over LOCATION2				0					0
LOCATION1 is lovely and it looks over  LOCATION2 general 					0				0
LOCATION1 is lovely and it looks over  LOCATION2 price 						0			0
LOCATION1 is lovely and it looks over  LOCATION2 safety 							0		0
LOCATION1 is lovely and it looks over  LOCATION2 transit location 								0	0
2124	1	0	0	0					1
 LOCATION1 general  is the place for you I think i will be moving to London in a month or so on my own	1								1
 LOCATION1 price  is the place for you I think i will be moving to London in a month or so on my own		0							0
 LOCATION1 safety  is the place for you I think i will be moving to London in a month or so on my own			0						0
 LOCATION1 transit location  is the place for you I think i will be moving to London in a month or so on my own				0					0
2125	1	-1	0	1					1
") If you can afford to be close to London consider  LOCATION1 general  , its probably the nicest area within spitting distance of London"	1								1
") If you can afford to be close to London consider  LOCATION1 price  , its probably the nicest area within spitting distance of London"		-1							-1
") If you can afford to be close to London consider  LOCATION1 safety  , its probably the nicest area within spitting distance of London"			0						0
") If you can afford to be close to London consider  LOCATION1 transit location  , its probably the nicest area within spitting distance of London"				1					1
2126	-1	0	0	0					-1
"Seriously Personally , i do n't like  LOCATION1 general "	-1								-1
"Seriously Personally , i do n't like  LOCATION1 price "		0							0
"Seriously Personally , i do n't like  LOCATION1 safety "			0						0
"Seriously Personally , i do n't like  LOCATION1 transit location "				0					0
2127	0	0	0	1					1
you can travel into Central London on the DLR easily from al over  LOCATION1 general  and there are night buses all night to take you back	0								0
you can travel into Central London on the DLR easily from al over  LOCATION1 price  and there are night buses all night to take you back		0							0
you can travel into Central London on the DLR easily from al over  LOCATION1 safety  and there are night buses all night to take you back			0						0
you can travel into Central London on the DLR easily from al over  LOCATION1 transit location  and there are night buses all night to take you back				1					1
2128	0	0	-1	0					-1
Parts of  LOCATION1 general  are high crime areas	0								0
Parts of  LOCATION1 price  are high crime areas		0							0
Parts of  LOCATION1 safety  are high crime areas			-1						-1
Parts of  LOCATION1 transit location  are high crime areas				0					0
2129	1	-1	0	1					1
 LOCATION1 general  is very desirable area as it is so close to the centre - but it is expensive	1								1
 LOCATION1 price  is very desirable area as it is so close to the centre - but it is expensive		-1							-1
 LOCATION1 safety  is very desirable area as it is so close to the centre - but it is expensive			0						0
 LOCATION1 transit location  is very desirable area as it is so close to the centre - but it is expensive				1					1
2130	-1	0	0	0					-1
"London  LOCATION1 general  is pretty poor , too"	-1								-1
"London  LOCATION1 price  is pretty poor , too"		0							0
"London  LOCATION1 safety  is pretty poor , too"			0						0
"London  LOCATION1 transit location  is pretty poor , too"				0					0
2131	-1	0	0	0					-1
( avoid  LOCATION1 general  )	-1								-1
( avoid  LOCATION1 price  )		0							0
( avoid  LOCATION1 safety  )			0						0
( avoid  LOCATION1 transit location  )				0					0
2132	1	0	0	0					1
I 'm a fan of  LOCATION1 general  though	1								1
I 'm a fan of  LOCATION1 price  though		0							0
I 'm a fan of  LOCATION1 safety  though			0						0
I 'm a fan of  LOCATION1 transit location  though				0					0
2133	0	0	0	0	0	0	0	0	0
"Other places which are now part of London , such as  LOCATION2 general  , LOCATION1 etc etc , were little more than small villages or hamlets"					0				0
"Other places which are now part of London , such as  LOCATION2 price  , LOCATION1 etc etc , were little more than small villages or hamlets"						0			0
"Other places which are now part of London , such as  LOCATION2 safety  , LOCATION1 etc etc , were little more than small villages or hamlets"							0		0
"Other places which are now part of London , such as  LOCATION2 transit location  , LOCATION1 etc etc , were little more than small villages or hamlets"								0	0
"Other places which are now part of London , such as LOCATION2 ,  LOCATION1 general  etc etc , were little more than small villages or hamlets"	0								0
"Other places which are now part of London , such as LOCATION2 ,  LOCATION1 price  etc etc , were little more than small villages or hamlets"		0							0
"Other places which are now part of London , such as LOCATION2 ,  LOCATION1 safety  etc etc , were little more than small villages or hamlets"			0						0
"Other places which are now part of London , such as LOCATION2 ,  LOCATION1 transit location  etc etc , were little more than small villages or hamlets"				0					0
2134	0	0	-1	0					-1
" LOCATION1 general  is probably a bit ` edgier ' with more artists and students , and a greater mix of ethnic shops and individual bars and cafes , rather than say chains or high street names"	0								0
" LOCATION1 price  is probably a bit ` edgier ' with more artists and students , and a greater mix of ethnic shops and individual bars and cafes , rather than say chains or high street names"		0							0
" LOCATION1 safety  is probably a bit ` edgier ' with more artists and students , and a greater mix of ethnic shops and individual bars and cafes , rather than say chains or high street names"			-1						-1
" LOCATION1 transit location  is probably a bit ` edgier ' with more artists and students , and a greater mix of ethnic shops and individual bars and cafes , rather than say chains or high street names"				0					0
2135	0	0	0	0	0	0	0	0	0
"I know  LOCATION2 general  extremely well - I used to live in LOCATION1 , the next suburb to it"					0				0
"I know  LOCATION2 price  extremely well - I used to live in LOCATION1 , the next suburb to it"						0			0
"I know  LOCATION2 safety  extremely well - I used to live in LOCATION1 , the next suburb to it"							0		0
"I know  LOCATION2 transit location  extremely well - I used to live in LOCATION1 , the next suburb to it"								0	0
"I know LOCATION2 extremely well - I used to live in  LOCATION1 general  , the next suburb to it"	0								0
"I know LOCATION2 extremely well - I used to live in  LOCATION1 price  , the next suburb to it"		0							0
"I know LOCATION2 extremely well - I used to live in  LOCATION1 safety  , the next suburb to it"			0						0
"I know LOCATION2 extremely well - I used to live in  LOCATION1 transit location  , the next suburb to it"				0					0
2136	0	1	0	-1					0
"You 're probably going to have to pay in excess of 900 a month for a studio flat to live in that sort of location (  LOCATION1 general  is a 45 minute commute outside of the London , hence why it is cheaper )"	0								0
"You 're probably going to have to pay in excess of 900 a month for a studio flat to live in that sort of location (  LOCATION1 price  is a 45 minute commute outside of the London , hence why it is cheaper )"		1							1
"You 're probably going to have to pay in excess of 900 a month for a studio flat to live in that sort of location (  LOCATION1 safety  is a 45 minute commute outside of the London , hence why it is cheaper )"			0						0
"You 're probably going to have to pay in excess of 900 a month for a studio flat to live in that sort of location (  LOCATION1 transit location  is a 45 minute commute outside of the London , hence why it is cheaper )"				-1					-1
2137	0	0	0	0	0	0	0	0	0
"For example , there are many immigrants living around  LOCATION1 general  , in the London borough of LOCATION2"	0								0
"For example , there are many immigrants living around  LOCATION1 price  , in the London borough of LOCATION2"		0							0
"For example , there are many immigrants living around  LOCATION1 safety  , in the London borough of LOCATION2"			0						0
"For example , there are many immigrants living around  LOCATION1 transit location  , in the London borough of LOCATION2"				0					0
"For example , there are many immigrants living around LOCATION1 , in the London borough of  LOCATION2 general "					0				0
"For example , there are many immigrants living around LOCATION1 , in the London borough of  LOCATION2 price "						0			0
"For example , there are many immigrants living around LOCATION1 , in the London borough of  LOCATION2 safety "							0		0
"For example , there are many immigrants living around LOCATION1 , in the London borough of  LOCATION2 transit location "								0	0
2138	0	-1	0	0					-1
"They are expensive areas , as is  LOCATION1 general "	0								0
"They are expensive areas , as is  LOCATION1 price "		-1							-1
"They are expensive areas , as is  LOCATION1 safety "			0						0
"They are expensive areas , as is  LOCATION1 transit location "				0					0
2139	0	0	0	0	0	0	0	0	0
"Agree with  LOCATION2 general  I ca n't understand the thumbs down for LOCATION1 , that area is having lots of money thrown at it right now"					0				0
"Agree with  LOCATION2 price  I ca n't understand the thumbs down for LOCATION1 , that area is having lots of money thrown at it right now"						0			0
"Agree with  LOCATION2 safety  I ca n't understand the thumbs down for LOCATION1 , that area is having lots of money thrown at it right now"							0		0
"Agree with  LOCATION2 transit location  I ca n't understand the thumbs down for LOCATION1 , that area is having lots of money thrown at it right now"								0	0
"Agree with LOCATION2 I ca n't understand the thumbs down for  LOCATION1 general  , that area is having lots of money thrown at it right now"	0								0
"Agree with LOCATION2 I ca n't understand the thumbs down for  LOCATION1 price  , that area is having lots of money thrown at it right now"		0							0
"Agree with LOCATION2 I ca n't understand the thumbs down for  LOCATION1 safety  , that area is having lots of money thrown at it right now"			0						0
"Agree with LOCATION2 I ca n't understand the thumbs down for  LOCATION1 transit location  , that area is having lots of money thrown at it right now"				0					0
2140	1	0	0	0					1
From the list maybe  LOCATION1 general  would be good	1								1
From the list maybe  LOCATION1 price  would be good		0							0
From the list maybe  LOCATION1 safety  would be good			0						0
From the list maybe  LOCATION1 transit location  would be good				0					0
2141	0	0	-1	0					-1
"As far as I know if you 're looking for low crime rates ,  LOCATION1 general  is not really an option"	0								0
"As far as I know if you 're looking for low crime rates ,  LOCATION1 price  is not really an option"		0							0
"As far as I know if you 're looking for low crime rates ,  LOCATION1 safety  is not really an option"			-1						-1
"As far as I know if you 're looking for low crime rates ,  LOCATION1 transit location  is not really an option"				0					0
2142	1	0	0	0					1
" LOCATION1 general  will be ok , but like I said , ANY part of ANY London can be a danger"	1								1
" LOCATION1 price  will be ok , but like I said , ANY part of ANY London can be a danger"		0							0
" LOCATION1 safety  will be ok , but like I said , ANY part of ANY London can be a danger"			0						0
" LOCATION1 transit location  will be ok , but like I said , ANY part of ANY London can be a danger"				0					0
2143	0	0	0	0					0
Way back in c1966 I knew a guy from  LOCATION1 general  who was then 108 . His Victorian London accent was almost country in it 's style	0								0
Way back in c1966 I knew a guy from  LOCATION1 price  who was then 108 . His Victorian London accent was almost country in it 's style		0							0
Way back in c1966 I knew a guy from  LOCATION1 safety  who was then 108 . His Victorian London accent was almost country in it 's style			0						0
Way back in c1966 I knew a guy from  LOCATION1 transit location  who was then 108 . His Victorian London accent was almost country in it 's style				0					0
2144	0	0	0	0					0
an area like  LOCATION1 general  is very residential and leafy	0								0
an area like  LOCATION1 price  is very residential and leafy		0							0
an area like  LOCATION1 safety  is very residential and leafy			0						0
an area like  LOCATION1 transit location  is very residential and leafy				0					0
2145	0	0	1	0					1
It does n't matter which side  LOCATION1 general  is safe i go to school there and ive never had a problem in LOCATION1	0								0
It does n't matter which side  LOCATION1 price  is safe i go to school there and ive never had a problem in LOCATION1		0							0
It does n't matter which side  LOCATION1 safety  is safe i go to school there and ive never had a problem in LOCATION1			1						1
It does n't matter which side  LOCATION1 transit location  is safe i go to school there and ive never had a problem in LOCATION1				0					0
2146	0	0	0	1					1
"I should also have mentioned that from December , South East trains will be running very fast services from  LOCATION1 general  into St Pancras International"	0								0
"I should also have mentioned that from December , South East trains will be running very fast services from  LOCATION1 price  into St Pancras International"		0							0
"I should also have mentioned that from December , South East trains will be running very fast services from  LOCATION1 safety  into St Pancras International"			0						0
"I should also have mentioned that from December , South East trains will be running very fast services from  LOCATION1 transit location  into St Pancras International"				1					1
2147	0	0	0	0					0
I 've never lived in  LOCATION1 general  but know it reasonably well and would say it 's an OK place to live	0								0
I 've never lived in  LOCATION1 price  but know it reasonably well and would say it 's an OK place to live		0							0
I 've never lived in  LOCATION1 safety  but know it reasonably well and would say it 's an OK place to live			0						0
I 've never lived in  LOCATION1 transit location  but know it reasonably well and would say it 's an OK place to live				0					0
2148	0	0	0	0					0
That limits you to the area around  LOCATION1 general 	0								0
That limits you to the area around  LOCATION1 price 		0							0
That limits you to the area around  LOCATION1 safety 			0						0
That limits you to the area around  LOCATION1 transit location 				0					0
2149	0	0	0	0					0
"This also caused  LOCATION1 general  to cease to exist as an administrative county , as the new Greater London had swallowed it"	0								0
"This also caused  LOCATION1 price  to cease to exist as an administrative county , as the new Greater London had swallowed it"		0							0
"This also caused  LOCATION1 safety  to cease to exist as an administrative county , as the new Greater London had swallowed it"			0						0
"This also caused  LOCATION1 transit location  to cease to exist as an administrative county , as the new Greater London had swallowed it"				0					0
2150	1	0	0	0					1
 LOCATION1 general  is quite up and coming	1								1
 LOCATION1 price  is quite up and coming		0							0
 LOCATION1 safety  is quite up and coming			0						0
 LOCATION1 transit location  is quite up and coming				0					0
2151	0	0	0	0	0	0	0	0	0
"You might try finding somewhere within bus/cycling distance of  LOCATION2 general  to remove one of the commutes , then on the train/District line too to get you into Bank - so that could be any of the areas on the mainline into LOCATION1"					0				0
"You might try finding somewhere within bus/cycling distance of  LOCATION2 price  to remove one of the commutes , then on the train/District line too to get you into Bank - so that could be any of the areas on the mainline into LOCATION1"						0			0
"You might try finding somewhere within bus/cycling distance of  LOCATION2 safety  to remove one of the commutes , then on the train/District line too to get you into Bank - so that could be any of the areas on the mainline into LOCATION1"							0		0
"You might try finding somewhere within bus/cycling distance of  LOCATION2 transit location  to remove one of the commutes , then on the train/District line too to get you into Bank - so that could be any of the areas on the mainline into LOCATION1"								0	0
"You might try finding somewhere within bus/cycling distance of LOCATION2 to remove one of the commutes , then on the train/District line too to get you into Bank - so that could be any of the areas on the mainline into  LOCATION1 general "	0								0
"You might try finding somewhere within bus/cycling distance of LOCATION2 to remove one of the commutes , then on the train/District line too to get you into Bank - so that could be any of the areas on the mainline into  LOCATION1 price "		0							0
