Row Labels,LOCATION1#general,LOCATION1#price,LOCATION1#safety,LOCATION1#transit,LOCATION2#general,LOCATION2#price,LOCATION2#safety,LOCATION2#transit
I really suggest  LOCATION1  ,1,0,0,0,,,,
I really like  LOCATION1  ,1,0,0,0,,,,
I really enjoy the  LOCATION1   area Lisa,1,0,0,0,,,,
I really ca n't think of anything interesting to do in  LOCATION1   - and I live not far from it,-1,0,0,0,,,,
i read somewhere that LOCATION1 and  LOCATION2   are zones to avoid due to crime rate and rough areas,,,,,-1,0,-1,0
i read somewhere that  LOCATION1   and LOCATION2 are zones to avoid due to crime rate and rough areas,-1,0,-1,0,,,,
I read about the history of  LOCATION1  ,0,0,0,0,,,,
"I prefer  LOCATION1   myself as I was lucky enough to live there for a few years and the buildings are amazing , huge and the locals are lovely people",1,0,0,0,,,,
"I only know about LOCATION1 , most people prefer  LOCATION2   , but that 's because they are trendy and I 'm not",,,,,1,0,0,0
"I only know about  LOCATION1   , most people prefer LOCATION2 , but that 's because they are trendy and I 'm not",0,0,0,0,,,,
I only go to  LOCATION1   to IKEA - I find it depressing - so I do n't go anymore,-1,0,0,0,,,,
"I only found LOCATION1 University and UCA in  LOCATION2   , nothing else",,,,,0,0,0,0
"I only found  LOCATION1   University and UCA in LOCATION2 , nothing else",0,0,0,0,,,,
I noticed somebody else said that  LOCATION1   is n't a nice place to live in,0,0,0,0,,,,
I noticed on one of the vids on the TOP GEAR website that  LOCATION1   Bridge appears to be on the route James May takes to get to the TOP GEAR studio 's,0,0,0,0,,,,
"I normally do n't go down those areas ,  LOCATION1   is far better and safer",1,0,1,0,,,,
I mean the biggest mosque in europe is in  LOCATION1  ,0,0,0,0,,,,
I love living in  LOCATION1  ,0,0,0,0,,,,
I love  LOCATION1   fully,1,0,0,0,,,,
I love  LOCATION1   area which is angel tube station,1,0,0,0,,,,
I lived in the heart of  LOCATION1   and never felt safer - it just looked ugly,-1,0,1,0,,,,
I lived in London last year in LOCATION2 which is very close to  LOCATION1   via train,0,0,0,0,,,,
I lived in London last year in  LOCATION2   which is very close to LOCATION1 via train,,,,,0,0,0,0
"I lived in LOCATION2 for a while , which is  LOCATION1  ",0,0,0,0,,,,
"I lived in LOCATION1 and it wasnt the best but the public transport in  LOCATION2   is the best You have a Tube station , a British rail station and a bus interchange",,,,,0,0,0,0
I lived in al  LOCATION1   and it was filthy and overcrowded,-1,0,0,0,,,,
"I lived in  LOCATION2   for a while , which is LOCATION1",,,,,0,0,0,0
I lived in  LOCATION1   in my first year of university,0,0,0,0,,,,
I lived in  LOCATION1   in my first year of university,0,0,0,0,,,,
I lived in  LOCATION1   for three years and I loved it,0,0,0,0,,,,
I lived in  LOCATION1   for over a yr and never had a problem I will have just turned 19 when I move,0,0,1,0,,,,
I lived in  LOCATION1   for a year,0,0,0,0,,,,
I lived in  LOCATION1   for 4 years and it 's only 20 mins on the train to LOCATION1,0,0,0,1,,,,
I lived in  LOCATION1   for 10 years in the 1990s ; it is the most genuinely suburban and very attractive,1,0,0,0,,,,
I lived in  LOCATION1   as a child,0,0,0,0,,,,
"I lived in  LOCATION1   and it wasnt the best but the public transport in LOCATION2 is the best You have a Tube station , a British rail station and a bus interchange",0,0,0,0,,,,
i lived in  LOCATION1   and i loved it,1,0,0,0,,,,
i lived in  LOCATION1  ,0,0,0,0,,,,
"I live walking distance from  LOCATION1   but dont go properly out here , really , just 'out ' ,",0,0,0,0,,,,
I live pretty near to  LOCATION1  ,0,0,0,0,,,,
"I live not far from  LOCATION1   , and apart from it becoming very busy due to the new shopping centre , it is like any other `` normal '' place in London",0,0,0,0,,,,
I live just off  LOCATION1   Road,0,0,0,0,,,,
i live in the  LOCATION1   would n't recommend it,-1,0,0,0,,,,
I live in the  LOCATION1   area and there are signs on Narrow Street directing people/cyclists to the pathways,0,0,0,0,,,,
I live in Scotland and I 've been to London once in my life - now I have a job there and I 'll be working near  LOCATION1   tube station,0,0,0,0,,,,
I live in London LOCATION1 near to  LOCATION2   if u no any place near by or so plz tell me,,,,,0,0,0,0
I live in London  LOCATION1   near to LOCATION2 if u no any place near by or so plz tell me,0,0,0,0,,,,
I live in LOCATION2 and would really recommend it or the surrounding areas (  LOCATION1   ),1,0,0,0,,,,
i live in LOCATION2 and have been to  LOCATION1   before,0,0,0,0,,,,
I live in LOCATION1 which is not far from  LOCATION2  ,,,,,0,0,0,0
I live in LOCATION1 which is in  LOCATION2   there are lots of train links and buses which are regular and easily acessable,,,,,0,0,0,0
I live in LOCATION1 which is a short train ride away from central London and across the Thames from  LOCATION2   and is full of history,,,,,0,0,0,0
I live in LOCATION1 which is a nice residential area but  LOCATION2   is also good,,,,,1,0,0,0
I live in LOCATION1 my sis in Hamstead and like anywhere including  LOCATION2   it depends who you meet,,,,,0,0,0,0
I live in LOCATION1 and it takes me 10 minutes to  LOCATION2   by train,,,,,0,0,0,0
I live in  LOCATION2   and would really recommend it or the surrounding areas ( LOCATION1 ),,,,,1,0,0,0
i live in  LOCATION2   and have been to LOCATION1 before,,,,,0,0,0,0
I live in  LOCATION1   which is not far from LOCATION2,0,0,0,0,,,,
I live in  LOCATION1   which is in LOCATION2 there are lots of train links and buses which are regular and easily acessable,0,0,0,1,,,,
I live in  LOCATION1   which is a short train ride away from central London and across the Thames from LOCATION2 and is full of history,0,0,0,0,,,,
I live in  LOCATION1   which is a nice residential area but LOCATION2 is also good,1,0,0,0,,,,
I live in  LOCATION1   so u put `` martial arts near LOCATION1 '',0,0,0,0,,,,
I live in  LOCATION1   my whole life which has a notorious reputation,-1,0,0,0,,,,
I live in  LOCATION1   my sis in Hamstead and like anywhere including LOCATION2 it depends who you meet,0,0,0,0,,,,
I live in  LOCATION1   in north it is quite brilliant that is where you want to be,1,0,0,0,,,,
I live in  LOCATION1   Green and I pay the same thing,0,0,0,0,,,,
"I live in  LOCATION1   btw , which is also really beautiful , residential",1,0,0,0,,,,
i live in  LOCATION1   and will be moving away from it in july,0,0,0,0,,,,
i live in  LOCATION1   and not much happened here thankfully,0,0,0,0,,,,
I live in  LOCATION1   and it takes me 10 minutes to LOCATION2 by train,0,0,0,1,,,,
I live in  LOCATION1   and it has been voted one of the safest in London,0,0,1,0,,,,
I live in  LOCATION1   and i like the area with always something to do if you want to and also provides real calm places when you want it,1,0,0,0,,,,
I live in  LOCATION1   and have had no problems in the 10 years I have been here,0,0,1,0,,,,
I live in  LOCATION1   and find it perfectly safe in this suburban area,0,0,1,0,,,,
I live in  LOCATION1   and find it fairly safe ( you obviously need to be a bit careful as you would anywhere ),0,0,1,0,,,,
I live in  LOCATION1   and do n't listen to this person saying it 's always unsafe,0,0,1,0,,,,
"I live in  LOCATION1   , its very safe but theres not much to do but its clean and pretty",0,0,1,0,,,,
"I live in  LOCATION1   , it is the  we pay for being successful and a centre for immigration - which I am pro by the way",0,0,0,0,,,,
"I live in  LOCATION1   , in West London and for the last 4/5 years , I 've been hearing a sound which to me sounds like a siren or warning alarm",0,0,0,0,,,,
"I live in  LOCATION1   , in a nice house and with 2 nice cars",0,0,0,0,,,,
"I live in  LOCATION1   , and I love it Its quite central , without being in the middle of the London , and the rent is still quite reasonable",1,1,0,1,,,,
"I live in  LOCATION1   , and am NOT a snob , but know many people around me who are",0,0,0,0,,,,
I live in  LOCATION1  ,0,0,0,0,,,,
"I live a few miles from there , but have n't ever lived IN  LOCATION1  ",0,0,0,0,,,,
"I live , work in West London -  LOCATION1   but the wife prefers richmond",0,0,0,0,,,,
i live  LOCATION1   sw too but id say head north- barfly is good as is most of Camden Town- try all up there,0,0,0,0,,,,
I liv in tower hamlets in  LOCATION1   which is a place where a lot of violence happens wiv gangs e,0,0,-1,0,,,,
I like the suburbs because it has less crime and not as many people ( but still busy enough )  LOCATION1   which is in the outskirts of London is nice,1,0,0,0,,,,
I like the London borough of LOCATION2 in the south and the  LOCATION1   in the north,1,0,0,0,,,,
I like the London borough of  LOCATION2   in the south and the LOCATION1 in the north,,,,,1,0,0,0
"I like  LOCATION1   , but it 's not for everyone",1,0,0,0,,,,
I know the London riots where in  LOCATION1   and I am not sure if living in LOCATION1 would be a wise choice,0,0,0,0,,,,
I know that there is no such thing as cheap living in London but I 'm sure that some places are cheaper than others and those are the places that we are interested in As someone who had to move out of LOCATION1 ( born and bred there ) I can assure you it 's not cheap I had to move to  LOCATION2   ( Zone 3 ) and a 1 bed flat is 900 a month,,,,,0,0,0,0
I know that there is no such thing as cheap living in London but I 'm sure that some places are cheaper than others and those are the places that we are interested in As someone who had to move out of  LOCATION1   ( born and bred there ) I can assure you it 's not cheap I had to move to LOCATION2 ( Zone 3 ) and a 1 bed flat is 900 a month,0,0,0,0,,,,
I know a couple of people who live in  LOCATION1   who really like it,1,0,0,0,,,,
"I know  LOCATION1   only vaguely and it 's okay ,",1,0,0,0,,,,
"I know  LOCATION1   Broadway quite well , but not the other two places",0,0,0,0,,,,
I intend to stay in London for 3 weeks in  LOCATION1  ,0,0,0,0,,,,
i highly recommend LOCATION1 or  LOCATION2   area,,,,,1,0,0,0
i highly recommend  LOCATION1   or LOCATION2 area,1,0,0,0,,,,
I hear that under  LOCATION1   is quite cheap,0,1,0,0,,,,
I hear LOCATION1 and  LOCATION2   are both very nice places to live,,,,,0,0,0,0
I hear  LOCATION1   is nice,1,0,0,0,,,,
I hear  LOCATION1   and LOCATION2 are both very nice places to live,0,0,0,0,,,,
I have worked in  LOCATION1   and I also live there now,0,0,0,0,,,,
I have the same issue with greek girls in  LOCATION1  ,0,0,0,0,,,,
I have recently got a job in  LOCATION1   which I love and so would like to move to the area,0,0,0,0,,,,
"I have never had a problem in  LOCATION1   , even waiting for a night bus at 2am in the morning",0,0,1,0,,,,
"I have lived in south London for a while and adored going to  LOCATION1   , one of the most vibrant place in the London",1,0,0,0,,,,
I have lived in LOCATION1 and thats a bit of a rough area so is  LOCATION2   a better area,,,,,1,0,-1,0
I have lived in  LOCATION1   for 25 years and it 's now one the most safest places to live,0,0,1,0,,,,
I have lived in  LOCATION1   and thats a bit of a rough area so is LOCATION2 a better area,0,0,-1,0,,,,
I have just moved to London and we 're currently staying in  LOCATION1  ,0,0,0,0,,,,
I have heard that  LOCATION1   is,0,0,0,0,,,,
I have heard from some friends that  LOCATION1   and places nearby are quite dangerous to live in due to the high criminal cases,0,0,-1,0,,,,
I have been to London a few times but mostly stayed in hotels near  LOCATION1   or Picadilly area,0,0,0,0,,,,
I have been based in a apartment by  LOCATION1   for a few months no trouble convenient location,1,0,0,1,,,,
I have a friend that wants me to go there and visit but being a Caucasian male i am dubious Does LOCATION1 or  LOCATION2   have problems with violence,,,,,0,0,0,0
I have a friend that wants me to go there and visit but being a Caucasian male i am dubious Does  LOCATION1   or LOCATION2 have problems with violence,0,0,0,0,,,,
i have a freind who lives in the area says he lives in  LOCATION1   but it does't matter,0,0,0,0,,,,
i guess the only two decent places of London are LOCATION1 and  LOCATION2   but those are the most expensive places in London,,,,,1,-1,0,0
i guess the only two decent places of London are  LOCATION1   and LOCATION2 but those are the most expensive places in London,1,-1,0,0,,,,
"I grew up in  LOCATION1   , West London and I loved it",1,0,0,0,,,,
i go to school in LOCATION2 area not much crime unless you travel to  LOCATION1   at like night time,0,0,-1,0,,,,
i go to school in  LOCATION2   area not much crime unless you travel to LOCATION1 at like night time,,,,,0,0,1,0
i found a website with 4 bedrooms flats but they are all around the area LOCATION2 or  LOCATION1  ,0,0,0,0,,,,
i found a website with 4 bedrooms flats but they are all around the area  LOCATION2   or LOCATION1,,,,,0,0,0,0
I found  LOCATION1   area a nice place to live,0,0,0,0,,,,
I find most of my friends end up in  LOCATION1   one way or any other,0,0,0,0,,,,
I finally moved to  LOCATION1   off of Portobello road and I LOVE IT,1,0,0,0,,,,
I feel sorry for you living in  LOCATION1  ,0,0,0,0,,,,
I even went into  LOCATION1   at one point,0,0,0,0,,,,
"I dont know exactly , but one of the main areas ( or it used to be in the '60 's ) , was LOCATION1 , in particular  LOCATION2  ",,,,,0,0,0,0
"I dont know exactly , but one of the main areas ( or it used to be in the '60 's ) , was  LOCATION1   , in particular LOCATION2",0,0,0,0,,,,
I dont have much money so I am obviously not going to be moving to  LOCATION1  ,0,-1,0,0,,,,
I do n't want to live in LOCATION2 or  LOCATION1   and such areas like this,0,0,0,0,,,,
I do n't want to live in  LOCATION2   or LOCATION1 and such areas like this,,,,,0,0,0,0
"I do n't want to ise on the people in  LOCATION1   , but I can tell you about the area",0,0,0,0,,,,
"I do n't think there 's any safe place to live in London cause the chaos of drugs , alcohol and illegal aliens with the compliment of the government so they can control the masses with the DNA check and the national ID proposal etc Suton , and  LOCATION1   are great",1,0,0,0,,,,
I do n't know much about LOCATION2 or  LOCATION1  ,0,0,0,0,,,,
I do n't know much about  LOCATION2   or LOCATION1,,,,,0,0,0,0
I do n't know anyone that 's wanted to voluntarily move to LOCATION1 ; )  LOCATION2   is not much better I 'm afraid,,,,,-1,0,0,0
I do n't know anyone that 's wanted to voluntarily move to  LOCATION1   ; ) LOCATION2 is not much better I 'm afraid,-1,0,0,0,,,,
"I do like  LOCATION1   , and from what I remember , it is a culturally diverse area where some people still have some sense of community",1,0,0,0,,,,
"I definitely recommend  LOCATION1   , it 's a lovely place",1,0,0,0,,,,
I currently live just off  LOCATION1   and I like it,1,0,0,0,,,,
I currently live in  LOCATION1   and I love it,1,0,0,0,,,,
I come from  LOCATION1   so a lot of people famous are from or move here,0,0,0,0,,,,
I can tell you that there is a large shopping centre in  LOCATION1   called brent Cross,0,0,0,0,,,,
"I can see the LOCATION1 is full of new apartment blocks , close to  LOCATION2   and links to the London , yet the rent is cheap",,,,,0,0,0,0
"I can see the  LOCATION1   is full of new apartment blocks , close to LOCATION2 and links to the London , yet the rent is cheap",0,1,0,1,,,,
I can remember the  LOCATION1   Dog Stadium when it was open,0,0,0,0,,,,
I can not in all honesty say I 've ever noticed any difference between folk in  LOCATION1   or South London - all pretty much the same,0,0,0,0,,,,
I can catch the tube into central London and back to  LOCATION1  ,0,0,0,1,,,,
"I can answer the safe affordable place to live part - try LOCATION1 ,  LOCATION2   , and surrounding areas",,,,,0,0,0,0
"I can answer the safe affordable place to live part - try  LOCATION1   , LOCATION2 , and surrounding areas",0,0,0,0,,,,
I ca n't recommend  LOCATION1   for affordability,0,-1,0,0,,,,
I am moving into  LOCATION1   very soon,0,0,0,0,,,,
"I am graduating soon , and live in inner  LOCATION1  ",0,0,0,0,,,,
"i am actually living in  LOCATION1   which is nice but my council accommodation is too small for us , so we want to exchange with someone living in LOCATION1",1,0,0,0,,,,
I always travel through  LOCATION1   and it does look quite interesting but the fact that Ive seen way too many police cars and tape in the high street has made me think twice about visiting,1,0,-1,0,,,,
"I always consider LOCATION2 to be great value for money - cheap rents in  LOCATION1   , decent public transport and good local amenities",0,1,0,1,,,,
"I always consider  LOCATION2   to be great value for money - cheap rents in LOCATION1 , decent public transport and good local amenities",,,,,0,1,0,0
I also love  LOCATION1   ; LOCATION1 may still have some areas where you might find something,1,0,0,0,,,,
"I also Lived in  LOCATION1   for a while , which is a really nice area , but you had to get a bus to the tube station , which was a pain",1,0,0,-1,,,,
I also lived in  LOCATION1   another great area and this time it was a studio apartment with kitchen and bath,1,0,0,0,,,,
I agree with  LOCATION1   if you can find a decent place to stay,0,0,0,0,,,,
I advice you to go shopping in LOCATION1 and  LOCATION2   ( on a Saturday or sunday ) for some alternative and vintage goodies,,,,,0,0,0,0
I advice you to go shopping in  LOCATION1   and LOCATION2 ( on a Saturday or sunday ) for some alternative and vintage goodies,0,0,0,0,,,,
"I actually think that  LOCATION1   aint too bad of a place , I love shopping there",1,0,0,0,,,,
"I ` d go for  LOCATION1   , sounds great",1,0,0,0,,,,
"I 've stayed near  LOCATION1   and it 's wonderfulclose to the center of town , extraordinarily pleasant to wander around at night , etc",1,0,0,1,,,,
I 've stayed in the Vegas hotel near  LOCATION1  ,0,0,0,0,,,,
I 've started thinking about moving to  LOCATION1   even though its expensive,0,-1,0,0,,,,
I 've seen a few places online in  LOCATION1  ,0,0,0,0,,,,
I 've recently moved away from  LOCATION1   and miss it like you would n't believe,1,0,0,0,,,,
"I 've now moved to live closer my job and am living in  LOCATION1   , but it 's well rough , as many parts of inner London are",0,0,-1,0,,,,
I 've never heard of  LOCATION1   and I ca n't find where that is on google either,0,0,0,0,,,,
I 've never been to either LOCATION2 or  LOCATION1  ,0,0,0,0,,,,
I 've never been to either  LOCATION2   or LOCATION1,,,,,0,0,0,0
I 've lived in the  LOCATION1   for years and I love it - I would n't want to live anywhere else,1,0,0,0,,,,
I 've lived in the  LOCATION1   for years and I love it - I would n't want to live anywhere else,1,0,0,0,,,,
I 've lived in  LOCATION1   on four different occasions,0,0,0,0,,,,
I 've lived in  LOCATION1   for long periods and would recommend it,1,0,0,0,,,,
I 've lived in  LOCATION1   for all of my life ( although i 'm living on a university campus at the moment,0,0,0,0,,,,
I 've lived in  LOCATION1   all my life but last year i moved to spain,0,0,0,0,,,,
"I 've just spent about five months there , and lived near  LOCATION1  ",0,0,0,0,,,,
I 've got a space right next to me as long as you dont fart in bed  LOCATION1  ,0,0,0,0,,,,
"I 've found a place in  LOCATION1   ( Belgrave Road for anyone who knows the area better ) I stayed there a few months ago and loved it , but whats this place like to live in day to day",0,0,0,0,,,,
I 've been through LOCATION1 and along  LOCATION2   on the coach and it looks really nice around there,,,,,1,0,0,0
I 've been through  LOCATION1   and along LOCATION2 on the coach and it looks really nice around there,1,0,0,0,,,,
"I 've been an exchange student at LOCATION1 uni for 6 months in 2008 . The uni offers halls of residence in Trent Park ( tube stop :  LOCATION2   , on the piccadily line , then there is a free mdx uni bus which brings u directly in uni ) , which is , of course , in the middle of a Park , and the bus that brings u out stops at 11 p",,,,,0,0,0,0
"I 've been an exchange student at  LOCATION1   uni for 6 months in 2008 . The uni offers halls of residence in Trent Park ( tube stop : LOCATION2 , on the piccadily line , then there is a free mdx uni bus which brings u directly in uni ) , which is , of course , in the middle of a Park , and the bus that brings u out stops at 11 p",0,0,0,0,,,,
"I 'm thinking of going to Harrods and  LOCATION1   , but we 've been there before and I want to do something new",0,0,0,0,,,,
I 'm sure you can probably find a house or flat share or look in neighbouring areas if it 's out of your  range  LOCATION1   is a great area to live in and it is expensive,0,-1,0,0,,,,
"I 'm planning on going to London next year to study at Access To Music , in  LOCATION1  ",0,0,0,0,,,,
"I 'm only 16 , so there 's a chance I can live somewhere like  LOCATION1  ",0,0,0,0,,,,
"I 'm on the border of zone 5/6 and work in zone 1 These are really tourist areas , London commuting is easy so look at somewhere like LOCATION1 or  LOCATION2   Yes there are for sale and rent",,,,,0,0,0,0
"I 'm on the border of zone 5/6 and work in zone 1 These are really tourist areas , London commuting is easy so look at somewhere like  LOCATION1   or LOCATION2 Yes there are for sale and rent",0,0,0,0,,,,
I 'm not from LOCATION2 but the borough but my sister lives in  LOCATION1   and she loves it,1,0,0,0,,,,
I 'm not from  LOCATION2   but the borough but my sister lives in LOCATION1 and she loves it,,,,,0,0,0,0
I 'm moving to  LOCATION1   soon and just wondered if there were any past or current residents of the area who fancy telling me what its like,0,0,0,0,,,,
"I 'm going to Goldsmiths University come September , situated in  LOCATION1   , and so I 'll be moving down there in about month",0,0,0,0,,,,
"I 'll be bias , I live in  LOCATION1   , live there all my life and I would pick LOCATION1",1,0,0,0,,,,
"I 'd stay away from  LOCATION1   , there are much nicer places to live",0,0,0,0,,,,
"i 'd say look around  LOCATION1   , but stay away from them suburbs and tower blocks",1,0,0,0,,,,
"I 'd say live in the LOCATION1 , particularly in the  LOCATION2   area",,,,,0,0,0,0
"I 'd say live in the  LOCATION1   , particularly in the LOCATION2 area",0,0,0,0,,,,
I 'd say  LOCATION1  ,1,0,0,0,,,,
"I 'd reommend you go LOCATION1 , rather than  LOCATION2   , because there are so few tube stations in LOCATION2 London",,,,,0,0,0,-1
"I 'd reommend you go  LOCATION1   , rather than LOCATION2 , because there are so few tube stations in LOCATION2 London",1,0,0,0,,,,
"I 'd probably need to explore London a bit more I will be living in  LOCATION1   in the Spring , which is right outside London",0,0,0,0,,,,
I 'd definitely suggest living in the south side of  LOCATION1  ,0,0,0,0,,,,
Hundreds of people commute from  LOCATION1   to London every day,0,0,0,1,,,,
"However , try the links below : -  LOCATION1   property for sale and rent , NW3 flats and houses London PROPERTY GUIDE > NW3 and LOCATION1 PROPERTY GUIDE",0,0,0,0,,,,
"However , if you insist on living on your own , I really feel that  LOCATION1   is a pretty cheap area",0,1,0,0,,,,
"However , I would say the very worst area is  LOCATION1  ",-1,0,0,0,,,,
"However , I have had friends who have lived in  LOCATION1   , some still do",0,0,0,0,,,,
"However , I can assure you there are some areas in  LOCATION1   that are pretty rough",0,0,-1,0,,,,
"However , I 've seen quite a lot of flats advertised in LOCATION1 that seem affordable , also in a place called  LOCATION2   which is nearby",,,,,0,1,0,0
"However , I 've seen quite a lot of flats advertised in  LOCATION1   that seem affordable , also in a place called LOCATION2 which is nearby",0,1,0,0,,,,
"However ,  LOCATION1   is not very pleasant , lots of council estates , it is pretty far from the centre , and the transport is terrible",-1,0,0,-1,,,,
However  LOCATION1   flats is a slight different thing all together,0,0,0,0,,,,
However  LOCATION1   DOES exist as a postal county,0,0,0,0,,,,
hope you choose the right area I lived in  LOCATION1   for a while,0,0,0,0,,,,
Hope it helps : LOCATION2and # x2F ;  LOCATION1   - great open park area with lots of tourists and attraction,0,0,0,0,,,,
"Hope all goes well , i dont think they will com to  LOCATION1   but fingers crossed",0,0,0,0,,,,
Holiday Inn in  LOCATION1   is good if they are running a cheaper tourist deal which they do sometimes,0,0,0,0,,,,
"hi- i live in  LOCATION1   ; ) LOCATION1 market is huge- it used to be ace , but now its just tat for tourists",0,0,0,0,,,,
"Hi Jam , They might be paying for a room in an apt , I have been in London property for about 20 years and I have never seen a  LOCATION1   flat for that sort of money , it may also be a house share or flat share so it 's 80 a week plus bills and in London the bills can be quite high",0,0,0,0,,,,
"Hi , i 'm going to be relocating to London soon , and have employment in  LOCATION1  ",0,0,0,0,,,,
Here is the  LOCATION1   branch Here i,0,0,0,0,,,,
"Here is something from Wikipedia : `` The hill from which  LOCATION1   takes its name is probably the hill up and down which Ladbroke Grove passes , which has its summit near the point where St John 's Church now stands",0,0,0,0,,,,
Here is a link to Zoopla which will give you an idea of s in  LOCATION1   ( the nearest thing to the place you described ),0,0,0,0,,,,
"here 's a bit of info : , LOCATION1 ,  LOCATION2   would be okay",,,,,1,0,0,0
"here 's a bit of info : ,  LOCATION1   , LOCATION2 would be okay",1,0,0,0,,,,
"Hello Stephanie , If you are travelling from  LOCATION1   to London , then you should take the Underground line , which goes straight from London LOCATION1 Airport , and will take you into Central London",0,0,0,0,,,,
"Heading towards LOCATION1 can get a little bit rougher , there are n't really any rough areas near  LOCATION2   , just loads and loads of tourists",,,,,0,0,1,0
"Heading towards  LOCATION1   can get a little bit rougher , there are n't really any rough areas near LOCATION2 , just loads and loads of tourists",0,0,-1,0,,,,
"Head to the LOCATION1 area - where you can see the major London landmarks and then visit  LOCATION2   - good for shopping , and cafes",,,,,0,0,0,0
"Head to the  LOCATION1   area - where you can see the major London landmarks and then visit LOCATION2 - good for shopping , and cafes",0,0,0,0,,,,
head over to  LOCATION1   to shop and eat - it 's constantly evolving,0,0,0,0,,,,
"He used to work for a firm called Lucas and Co based in  LOCATION1   , E",0,0,0,0,,,,
"He lives in West London now , but his parents own a place in  LOCATION1  ",0,0,0,0,,,,
Have you walked around LOCATION1 or  LOCATION2   to the areas where people actually live,,,,,0,0,0,0
Have you walked around  LOCATION1   or LOCATION2 to the areas where people actually live,0,0,0,0,,,,
have u tried  LOCATION1  ,1,0,0,0,,,,
"have a look round the 'poets corner ' part of  LOCATION1   ( few nice bars , getting quite trendy ) , you would get a bit more for your money",1,1,0,0,,,,
"Have a great time in LOCATION2 and  LOCATION1   You have to beware of scams , but it seems good",0,0,-1,0,,,,
"Have a great time in  LOCATION2   and LOCATION1 You have to beware of scams , but it seems good",,,,,0,0,-1,0
"Green street will be easy to find your way round , but  LOCATION1   you may have to walk through a few roads sometimes",0,0,0,0,,,,
Great area is  LOCATION1  ,1,0,0,0,,,,
"Goths , punk , rocks , pubs , countless music venues , and loads of food  LOCATION1   High St",0,0,0,0,,,,
"good schools too , not just  LOCATION1   , Sir John Lyon",0,0,0,0,,,,
Good luck London is one of the most gay friendly citys in the world so you dont need to worry however  LOCATION1   has a very big gay community so you may want to look into that,0,0,0,0,,,,
"Good luck in your search  LOCATION1   is nice , and not as overd as other areas of London",1,1,0,0,,,,
"Good luck  LOCATION1   Kebab 133 Essex Road London N1 2SN Telephone 020 7226 0812 Used to live near there , know it well",0,0,0,0,,,,
Good luck  LOCATION1   is very young and trendy full of media-types,1,0,0,0,,,,
"Good luck  LOCATION1   is a very nice place to live , lots of artry farty t",0,0,0,0,,,,
GOk Wan and Gareth Gates live in  LOCATION1  ,0,0,0,0,,,,
Go to  LOCATION1   it is in the commuter belt,0,0,0,1,,,,
"Generally speaking ,  LOCATION1   is safer , quieter and more `` white ''",0,0,1,0,,,,
"Generally , anywhere with an SW postcode is a good place to live ( except for LOCATION2 and  LOCATION1   )",0,0,0,0,,,,
"Generally , anywhere with an SW postcode is a good place to live ( except for  LOCATION2   and LOCATION1 )",,,,,0,0,0,0
"Further out , LOCATION2 is very genteel with lots of beautiful shops ,  LOCATION1   and is very leafy",0,0,0,0,,,,
"Further out , and a little less hip but still fun , are LOCATION2 ( south east ) and  LOCATION1   ( south west )",1,0,0,-1,,,,
"Further out , and a little less hip but still fun , are  LOCATION2   ( south east ) and LOCATION1 ( south west )",,,,,1,0,0,-1
"Further out ,  LOCATION2   is very genteel with lots of beautiful shops , LOCATION1 and is very leafy",,,,,1,0,0,0
From what I understand  LOCATION1   is the safest and trendiest area,1,0,0,0,,,,
From LOCATION2 to  LOCATION1   it is much the same route,0,0,0,0,,,,
"From journeys through  LOCATION1   over the years ( but without knowing it in great detail admittedly ) , I can advise you that at least half of the area is attractive , respectable , green and vibrant , which is what you are aiming for",1,0,0,0,,,,
From  LOCATION2   to LOCATION1 it is much the same route,,,,,0,0,0,0
"Fred Savage , 1970 , LOCATION1  LOCATION2   Football Club 's home is Stamford Brook",,,,,0,0,0,0
"Fred Savage , 1970 ,  LOCATION1   LOCATION2 Football Club 's home is Stamford Brook",0,0,0,0,,,,
"Fortnum and Mason of Picadilly , known as the Queen 's grocers s a fantastic store as is Harrods of  LOCATION1  ",0,0,0,0,,,,
"For your information I have been to  LOCATION1   many times , it 's a s hole",-1,0,0,0,,,,
"For singles making a lot of money , try the LOCATION2 or  LOCATION1  ",1,-1,0,0,,,,
"For singles making a lot of money , try the  LOCATION2   or LOCATION1",,,,,1,-1,0,0
For shopping I 'd take them to south London and visit LOCATION2 and also take them to  LOCATION1  ,0,0,0,0,,,,
For shopping I 'd take them to south London and visit  LOCATION2   and also take them to LOCATION1,,,,,0,0,0,0
"For shopping ,  LOCATION1   is only a 10 minute bus ride away",0,0,0,0,,,,
For nice safe-but-trendy places I 'd recommend around  LOCATION1  ,1,0,1,0,,,,
For more shopping try the market at  LOCATION1   where there are lots of stalls and shops selling quirky things,0,0,0,0,,,,
"For more of a neighbourhood feel head to LOCATION2 or  LOCATION1   , where lively pubs and clubs meet parks and public libraries",0,0,0,0,,,,
"For more of a neighbourhood feel head to  LOCATION2   or LOCATION1 , where lively pubs and clubs meet parks and public libraries",,,,,0,0,0,0
"For more affordable but still buzzing suburbs home to many working travellers , try LOCATION1 ,  LOCATION2  ",,,,,0,1,0,1
"For more affordable but still buzzing suburbs home to many working travellers , try  LOCATION1   , LOCATION2",0,1,0,1,,,,
"For instance , you will find shopping centres in LOCATION2 ,  LOCATION1   etc and not just in the centre of London",0,0,0,0,,,,
